,品番,ブランドコード,ブランド名,カテゴリコード,カテゴリ名,アイテムコード,アイテム名,サブアイテムコード,サブアイテム名,セクションコード,セクション名,年度,シーズンコード,シーズン名,メーカー品番,商品名,商品略称,旧品番,サイズパターンコード,素材コード,素材名,仕入先コード,仕入先名,原産国コード,原産国名,展示会コード,展示会名,展開年月,展開日,展開旬,納品予定日,商品区分２,商品区分２名,継続区分,継続区分名,商品区分,商品区分名,品番区分,品番区分名,在庫管理区分,在庫管理区分名,生産区分,生産区分名,納品形態,納品形態名,ＡＢＲ区分,絵型ＰＡＴＨ,画像ＰＡＴＨ,画像名,生産担当者コード,生産担当者名,企画担当者コード,企画担当者名,元上代,元上代税込,現上代,現上代税込,セール上代,セール上代税込,セール可否区分,商品取引形態区分,商品取引形態区分名,展開期間,展開期間名,在庫評価区分,在庫評価区分名,ＭＤ区分,ＭＤ区分名,バイヤー区分,バイヤー区分名,ライン,ライン名,買付区分,買付区分名,シリーズ,シリーズ名,製造先,キャンセル可能日付,商品展開区分,商品展開区分名,発注ロット,出荷ロット,ロット加工有無,発注可否区分,店直区分,店直区分名,リピート区分,リードタイム,費目区分,費目区分名,販売開始年月,販売終了年月,下札発行区分,タグ種類,タグ種類名,織ネーム,引下日付,引下後処理区分,引下後処理区分名,出荷依頼区分,出荷依頼区分名,出荷差止区分,出荷差止区分名,補充出荷可否区分,補充出荷可否区分名,自動補充可否区分,自動補充可否区分名,仕掛区分,仕掛区分名,没品番区分,没品番区分名,評価原価,社販OFF率,イベント名称,企画,メモ１,メモ２,メモ３,区分１,区分２,区分３,区分４,区分５,区分６,区分７,日付１,日付２,日付３,伝送対象区分,伝送済区分,送信フラグ,削除フラグ,削除日,登録日,登録者,登録者名,更新日,更新者,更新者名,売変日,初回入荷日,初回店舗出荷日,初回卸出荷日,初回販売日,経過週,経過日数,原価変更日,変更前原価,上代変更日,変更前上代,関連品番０１,関連品番０２,関連品番０３,関連品番０４,関連品番０５,関連品番０６,関連品番０７,関連品番０８,関連品番０９,関連品番１０,関連品番１１,関連品番１２,カラーコード,サイズコード,キャンセル,カラー表示順,ＪＡＮコード,ＮＷ７コード,ＣＯＤＥ３９コード,カラー略称,サイズ略称,サイズ表示順,メーカーカラー,メーカーサイズ,在庫評価区分,在庫評価区分名,継続区分,継続区分名,セール上代,セール上代税込,ＦＯＢ通貨,ＦＯＢ通貨名称,ＦＯＢ単価,予定単価,最終仕入単価,サンプルフラグ,店舗補充フラグ,前月末総平均,前日末総平均
,3910600174,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-073_Hemp PT,RHC-24SL-073_Hemp PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097,152,0 ,98 ,3333341890632,,,black,XS,163 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,7300 ,7300 ,0 ,1 ,,7300 
,3910600174,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-073_Hemp PT,RHC-24SL-073_Hemp PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097,153,0 ,98 ,3333341890649,,,black,S,165 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,7300 ,7300 ,0 ,1 ,,7300 
,3910600174,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-073_Hemp PT,RHC-24SL-073_Hemp PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097,999,0 ,98 ,3333341890656,,,black,SF,999 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,0 ,20000 ,1 ,0 ,,20000 
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,152,0 ,13 ,3333341891189,,,ivory,XS,163 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,7053 ,7053 ,0 ,1 ,,7053 
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,153,0 ,13 ,3333341891196,,,ivory,S,165 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,7053 ,7053 ,0 ,1 ,,7053 
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,999,0 ,13 ,3333341891202,,,ivory,SF,999 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,0 ,24000 ,1 ,0 ,,23500 
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,077,152,0 ,78 ,3333342016901,,,navy,XS,163 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,7053 ,7053 ,0 ,1 ,,7053 
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,077,153,0 ,78 ,3333342016918,,,navy,S,165 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,7053 ,7053 ,0 ,1 ,,7053 
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,077,999,0 ,78 ,3333342016925,,,navy,SF,999 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,0 ,24000 ,1 ,0 ,,24000 
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097,152,0 ,98 ,3333341891219,,,black,XS,163 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,0 ,0 ,0 ,1 ,,
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097,153,0 ,98 ,3333341891226,,,black,S,165 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,0 ,0 ,0 ,1 ,,
,3910600175,1071,Ron Herman,,,06,pants,0602,short pants,01,Women,2024,1,SS,,RHC-24SL-058_Half PT,RHC-24SL-058_Half PT,,,,,00765,三井物産ｱｲ･ﾌｧｯｼｮﾝ㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,29000 ,31900 ,29000 ,31900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,ﾄﾘｯﾌﾟﾓｰﾄﾞ,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097,999,0 ,98 ,3333341891233,,,black,SF,999 ,,,1 ,Ａ品,1 ,プロパー,29000 ,31900 ,0 ,,,0 ,23000 ,1 ,0 ,,23000 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,152,0 ,11 ,3333341891455,,,white,XS,163 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,6200 ,6200 ,0 ,1 ,,6200 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,153,0 ,11 ,3333341891462,,,white,S,165 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,6200 ,6200 ,0 ,1 ,,6200 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,999,0 ,11 ,3333341891479,,,white,SF,999 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,0 ,20000 ,1 ,0 ,,20000 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,041,152,0 ,42 ,3333341891486,,,beige,XS,163 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,6200 ,6200 ,0 ,1 ,,6200 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,041,153,0 ,42 ,3333341891493,,,beige,S,165 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,6200 ,6200 ,0 ,1 ,,6200 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,041,999,0 ,42 ,3333341891509,,,beige,SF,999 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,0 ,20000 ,1 ,0 ,,20000 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,073,152,0 ,74 ,3333341891516,,,blue,XS,163 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,6200 ,6200 ,0 ,1 ,,6200 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,073,153,0 ,74 ,3333341891523,,,blue,S,165 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,6200 ,6200 ,0 ,1 ,,6200 
,3910600176,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-078_Easy PT,RHC-24SL-078_Easy PT,,,,,04135,(株)松井被服,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,31000 ,34100 ,31000 ,34100 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,073,999,0 ,74 ,3333341891530,,,blue,SF,999 ,,,1 ,Ａ品,1 ,プロパー,31000 ,34100 ,0 ,,,0 ,20000 ,1 ,0 ,,20000 
,3910600177,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-081_Print PT,RHC-24SL-081_Print P,,,,,01538,瀧定名古屋㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,49000 ,53900 ,49000 ,53900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,25課,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,152,0 ,22 ,3333341898669,,,pink,XS,163 ,,,1 ,Ａ品,1 ,プロパー,49000 ,53900 ,0 ,,,16500 ,16500 ,0 ,1 ,,16500 
,3910600177,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-081_Print PT,RHC-24SL-081_Print P,,,,,01538,瀧定名古屋㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,49000 ,53900 ,49000 ,53900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,25課,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,153,0 ,22 ,3333341898676,,,pink,S,165 ,,,1 ,Ａ品,1 ,プロパー,49000 ,53900 ,0 ,,,16500 ,16500 ,0 ,1 ,,16500 
,3910600177,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-081_Print PT,RHC-24SL-081_Print P,,,,,01538,瀧定名古屋㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,49000 ,53900 ,49000 ,53900 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,25課,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,999,0 ,22 ,3333341898683,,,pink,SF,999 ,,,1 ,Ａ品,1 ,プロパー,49000 ,53900 ,0 ,,,0 ,21750 ,1 ,0 ,,48625 
,3910600193,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-017 Noil SweatPT,RHC-24SL-017 Noil Sw,,,,,01591,新内外綿㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,26000 ,28600 ,26000 ,28600 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,152,0 ,13 ,3333341919678,,,ivory,XS,163 ,,,1 ,Ａ品,1 ,プロパー,26000 ,28600 ,0 ,,,6800 ,6800 ,0 ,1 ,,6800 
,3910600193,1071,Ron Herman,,,06,pants,0601,long pants,01,Women,2024,1,SS,,RHC-24SL-017 Noil SweatPT,RHC-24SL-017 Noil Sw,,,,,01591,新内外綿㈱,,,,,,,,,,,,,1 ,women,,,,,,,,,,,,,,,,,26000 ,28600 ,26000 ,28600 ,,,1 ,1 ,買取,1 ,１シーズン,,,,,1 ,women,6,others,1,オリジナル,0010,women,,,,,,1 ,,,,,,,,,,,,1 ,RH紙ﾀｸﾞ,,,,,,,,,,,,,,,,,0 ,50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,153,0 ,13 ,3333341919685,,,ivory,S,165 ,,,1 ,Ａ品,1 ,プロパー,26000 ,28600 ,0 ,,,6800 ,6800 ,0 ,1 ,,6800 